content,sentiment
chillin loooonnnggg day basketball hella tired sleepy time zzzz,worry
like jeans,love
good morning,happiness
gone shiggity shwa sunday,worry
goodnight,neutral
tinkn people street ny waiting 4 friday crazy brooke,worry
eating dillybar dq yuuum,happiness
rblpn know listen version war pigs recorded,love
wow guys better time youcome chicago soon chicken cutlet,neutral
football sun owned,fun
wish im,worry
bus stuck traffic gonna late,worry
went swimming fam 2 hours little toasty,happiness
reaons worth drunk reason depressed revision happened reasons worth itmatt dunno,worry
wants sit lunch guess ill just bury head laptop continue antisocial,sadness
rox funn amii bailey,neutral
boyfriend just bought tickets american idol,neutral
sending angry vibes individual blue vehicle hit car qfc parking lot broad failed leave note,worry
best friend fucking world moving ahhhhhhhhhhh wat 2 im happy camper,worry
presentation went yes met buch cool people checked portfolio nice workdetails projects,fun
happy star wars day,happiness
did good inningssweared brother lawwas fine form,neutral
lees net op twitter dat het happy star wars day quotmay 4th youquot sjeez wat slecht,happiness
problemo family guy,neutral
love sleep pete lmfao jk,fun
new series hills yesterday uk amazing looked really pretty birthday,surprise
ntah really wanna,sadness
friends son just got visit daddy 3 yrs denied cuz daddy lost job amp pay ton support kids want parents,sadness
yeah im following hun goodnight,happiness
yep ah damn dont wanna leave warm doona hot beveragei guess ill just make wo,neutral
hate computer,hate
walk school welts thighs,worry
ask long adrians took lmao intime,neutral
cheese fuckin stomach,worry
ive slacking blips nice mellow sleep,relief
phone kayla johnathan cisco woo,neutral
going ill talk later goodnight good dreams,happiness
twitter trippin right pic,sadness
,neutral
program tells stops following started following lost night ive got 85,worry
14th exist 5 years,surprise
just got footy thankgod eagles won,happiness
saw tour months ago boston good glad finally got,happiness
proms dennys katie kellylt3,neutral
lookin spreadsheets long eyes crossing,worry
hope moments inspire political journey home best,happiness
wee girl started crying mum came shame,sadness
awesome thats wanna roll mogul status,happiness
hates getting wasted,hate
okay someplease save watching ninja warrier eating egg roll night,worry
tooo,neutral
really really getting excited,happiness
looking forward bens baseball game tonight,happiness
thnks followin,neutral
goodnight,neutral
know feeling,neutral
love im kinds reading youd like,love
today day,surprise
alright twitter decompression happy monday folks whats good word,neutral
truss failing,sadness
sounds interesting,happiness
aww holly steel dont,worry
miss having u roommate,sadness
happy birthday mommy,happiness
bored tease people,neutral
wake tweet let know ur msn really need talk miss,sadness
im soooooooo hungry right dh home,worry
enjoy coffee miss petite puce adica puricel franceza,love
crazy debt issue maybe messed closing old account really sure looks like cover aaargh,worry
morning just got coffee,happiness
going 40 hours id say computer phone did week didnt care,sadness
best sticker dig hair gotten long ive seen,sadness
better tool come twitter karma steroids,love
watching water boy grub carnisada yumyum,happiness
im pretty boredtried mom going home hour fixing leave aww shes going texas month,worry
hearing songs brighten someones day makes grin,happiness
omg mcdonalds combo wendys sundae puke material,hate
oh boy going loooooong day,worry
awwwww fun fam boo boo,fun
story life,neutral
day whats ff im worst,surprise
millenia mom think category,neutral
boo didnt answer text,hate
painting,neutral
yaaawwwnnnheading gym work happy monday,fun
somei tiny,worry
105all smb possession 334 sec remaining,neutral
good morning 615 plans day nope interesting,neutral
ps hate work schedule wish come play tonight,hate
unhooking pts home sleep sleep good,love
gotta sleep work,neutral
just got home work feet killing,sadness
ugh trousers ive way combat weird,worry
lol course im right im right didnt tell,fun
read restoring hope happens soon,surprise
need new socks,neutral
heard lot programs like large chain learning centers sorry,worry
hulk great movie recognize torontos younge street fight scenes,love
way dublin omg didnt hit bed 530 sleepy road good ole dublin p,surprise
working freakin computer trying save stuff harddrive failed miserably,sadness
thanks tip company laptops aiming solution actually,happiness
yeah great outside rainsnow amp cold air love sunny days,love
miss chatting,happiness
wants new hair just frank wont talk,neutral
good morning world happy star wars day 4th,love
im sorry hear optimist things better,sadness
hitting sack fellow twitterheadsso treating mom today,sadness
writing mothers day cards mom aunts amyyyy wait mommy,happiness
thanks mandy good sister true unfortunately road tires say,happiness
oh ex room mate moving today,sadness
missing going villa 2 months,worry
know feeling good morning mate,neutral
feeling rough today just want cuddle sleep,worry
tired headache like sunshine,worry
beer excellent excuse earlier sweating god knows looking forward working tomorrow,fun
nope wont sure want,worry
miss soccer moms,worry
heard youre mention,happiness
btw realize profile pic makes look older say,neutral
yummy yummy ice creammm hate heels ampwhoever pair,love
true behaved women rarely make history,neutral
know yes dont remind im effin jealous fuck aust times,sadness
mediteranian kitchenoh right,surprise
im lost laptop break today worse 2 big bosses skipton showed today,worry
oh antiboyle didnt work bad thing eh uk eh,sadness
lol mean hey thats mean,worry
love,love
orthodontisssttt,worry
san jose having good time w bros helped dad edit holy land brochure wish,neutral
wings,worry
kickboxing classes today pretty bummed going work hard,worry
thanks,happiness
trying understand joined twittereveryone doing felt left,neutral
certainly,neutral
kinda hope died cause didnt like sign body,neutral
mmmm sounds tasty spiced rum earlier yummmmmyyyy herbs good better shared,worry
memories,sadness
didnt job,worry
yes want meet,neutral
germany loves haha,love
know shouldnt saying fuck itim horny hell,happiness
lol wat u making come da way overr forv,happiness
work,worry
builds hotel aircon bloody boiling,neutral
arrr exam week im dead bwahahaha love btw,love
yay won bags giveaway bags pretty maybe ill belt,happiness
fourteen hours later im having worst allergy flareup life shooting engagement session field night,love
pic donnie siouxsinner took night launch word hes got solo album comin,love
meaning email months prereunion party coming soon really wish gt140 char soon,sadness
gotta share,neutral
im sorry hear family sucks,sadness
tough just wanted hug like,sadness
wanna roc witchu imy buu,neutral
franco breakfast mom hes trying cut strawberries safe knife fb,neutral
im watching moment sighs straightening hair takes hours hair curly,neutral
best thing ciara just finished singing,hate
thank linkvery coolsee monday,happiness
dont think makes shallow actually respond converse followers dont biggie,neutral
headache night morphed hangover time drive motorway wolverhampton oh,surprise
yeah isnï½t prom germany school,sadness
oh hope feel better soon hugs flu earlier month,worry
graduation tonight im gonna miss boysmikey dustin miles charlie travy nicky john jake boysi love guys,love
future car love,relief
figuring wats wrong drink eat,worry
kid got second chance shudnt mowgli didnt gutted,sadness
cherry italian ice fave want local ritas twitter theyll send daily flavors,relief
omg 40s comment bday joe herebut turn 40omglol,surprise
outlook good,worry
yah feeling better beaut day sophie razzing skateboard park 3 yrs charli happy school,love
way damn sucks b ok,neutral
nice leave office sun,relief
lol im qlad u enjoyed yur ramen noodles fried chicken im tired,happiness
nice hot shower wishing brent older brother,fun
sos smell cigarettes alcohol like,worry
interesting day yesterday wondering today just crazy hope diggin spartacus aka mikee,surprise
oh dont spoil fun lol,worry
work year olds gonna young,neutral
chad wont tomorrow,neutral
star trek awesome kirk hot spock cool fun cool sexy definitely worth seeing saw cinerama,fun
thank recommended followfriday amp sundayshoutout,love
school working bachproject,neutral
ive sneezing felt like trainwreck weeks piggystuff good,neutral
penguins win ot probably busy game win,neutral
demi think itd amazing covered thats paramore haha im sure know,happiness
omg wasnt funny look face pic omg sad bad job mike wtf poor k o b e,worry
wookei did accept psn friend request,sadness
paper work friday afternoo,sadness
youre going,neutral
wow didnt realise hami lol thanks comments blog dude,surprise
